ligand	avg_energy	max_energy	min_energy	avg_rsmd
C=C1CC(=NC(=O)C)CC1=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1217	-7.096980	-6.574600	-8.166700	6.760362
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@@H]3OC(=Cc1ccccc1O)N2C(=O)CCCO	Molecule_634	-7.155370	-6.593400	-8.664900	5.132178
CON=C1C=C(C)CC(=C1)C1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)CCC1	Molecule_1090	-7.271226	-6.654700	-8.223800	5.408688
C[C@H]1N=CC=C1CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1055	-7.361610	-6.568900	-8.559000	4.671291
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC#CC1=C2CC=NC[C@@H]2C[C@@H]2CCC[C@@H]12	Molecule_1485	-7.401612	-6.959400	-8.477800	4.015549
CC(=O)O[C@@H]1[C@H](CCCC(=O)O)OC(=C(C(=O)O)[C@H]1O)[C@H](O)OP(=O)(O)O	Molecule_366	-5.758506	-5.209300	-6.414300	4.018578
O=C(O)Cc1cc(NC(=O)O)cc(O[C@H]2C[C@@H](O)[C@H](O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H]2O)c1F	Molecule_619	-7.552180	-7.132600	-8.462300	5.891070
CON=C1C=C(C2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2)CC2=C1CC=C2	Molecule_1288	-6.686884	-6.193000	-7.277200	8.812880
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CC(=C4C=NCC4)C[C@@H]3CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_985	-7.210490	-6.339200	-8.833500	6.177549
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=C4CCC(=O)C=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_980	-7.372248	-6.545000	-9.051200	7.401820
O=C(O)CO／C／1=C(＼CO)／CO[P@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)O[C@@H]1CO	Molecule_347	-4.763628	-4.014000	-5.693900	3.598708
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#Cc1cccc2=C=CC=c12	Molecule_1112	-7.312364	-6.698300	-8.190600	5.643361
CC(=O)C1=CCC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C=C1	Molecule_769	-6.748974	-6.234900	-7.989500	6.311385
O=C(O)NC[C@@H]1[C@@H](OP(=O)(O)O)CN([C@@H]2C=CC=C2C(=O)O)C(=O)[C@H]1O	Molecule_316	-6.640440	-6.010500	-7.585900	4.191684
CCCC1=C2CC3=CC(=C4C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=C3CC2=C2CCCC[C@@H]2C1	Molecule_1579	-7.266150	-6.528500	-9.208500	6.761302
C[C@H](OC1(C(=O)N2CC[C@@H](C(=O)O)C2)CCCC1)[C@@H](C=CO)OP(=O)(O)O	Molecule_372	-6.959914	-6.529000	-7.682300	4.558297
C[C@@H](OC1(C(=O)N2CCCCC2)CCCC1)[C@@H](C=CO)OP(=O)(O)O	Molecule_263	-6.128604	-5.628000	-6.960100	3.813485
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(CC3=CCCCC3)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_887	-7.071622	-6.537400	-7.834200	5.014674
O=C(O)CCO[C@@H]1[C@@H](CO)O[P@@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@@H]2O[C@H]1[C@@H](O)[C@H](O)[C@H]2O	Molecule_607	-5.266788	-4.549800	-6.280800	4.215996
N[C@@H]1C=C2CCCC3=C2C(=CC1=O)CC1=CCC(=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C=C31	Molecule_1494	-7.087727	-6.076600	-8.851300	6.378437
CC(=O)N[C@@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H]2C[C@H](C(=O)O)CC[C@@H]12	Molecule_1527	-7.097510	-6.357500	-8.537000	7.146251
O=CN1[C@@H](c2ccc(C(=O)O)cc2OP(=O)(O)O)OC[C@@H]1[C@H]1C[C@H](O)CO1	Molecule_396	-6.582455	-5.970000	-7.922600	4.403990
C=C(C)N[C@H]1CCC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_932	-7.017012	-6.285500	-8.254100	5.601566
O=P(O)(O)O[C@H]1CC(=CO)O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@H]1O	Molecule_259	-6.436102	-6.054400	-7.109300	3.785201
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=CC(=NC(=O)c4ccccc4)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1360	-7.378808	-6.786600	-8.997800	8.088927
CCC1=C2C=c3[nH]ccc3=C3CC4=CCC(=C5C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N5C(=O)[C@H](O)CCC(=O)O)C=C4C(=N1)[C@H]23	Molecule_1566	-7.432728	-6.828900	-9.238000	7.905824
Cc1c([C@H]2C(=O)Nc3cc(C(=O)O)c(O)cc23)cnn1C	Molecule_123	-6.839922	-6.294600	-7.834300	5.107277
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(C(=C(F)F)C4=CCCC4)cc3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1399	-6.978520	-6.421800	-8.158700	8.851839
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(=c4cc5c(=CCC5)cc4F)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1500	-7.058426	-4.866100	-8.558500	7.911275
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CC(=C4CCCC4)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1030	-6.305150	2.689600	-7.750400	8.955038
O=C(O)CC[C@H](O)C(=O)N1C(=CC=CCC#CC2=CCCC3=C2CC=CC3)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1119	-7.640974	-7.053300	-8.531000	4.015069
Cc1nccc(N)n1	Molecule_23	-3.606332	-3.237200	-3.984600	23.887765
CC1=CC=C(C#CCC=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC1	Molecule_840	-7.002964	-6.528600	-7.843300	4.988643
O=C(O)CC[C@H](O)C(=O)N1C(=c2ccc3=CCCC(=O)c3c2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_740	-6.688047	-6.107100	-8.221600	7.201572
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3Cc4ccccc4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_963	-7.209146	-6.633100	-8.616900	8.768802
O=P(O)(O)O[P@](=O)(O)O[P@](=O)(O)OCCOCCO	Molecule_83	-5.835694	-5.532500	-6.209200	3.542352
O=C(O)C[C@H](COP(=O)(O)O)Cc1cccnc1	Molecule_75	-5.936092	-5.328200	-6.636600	3.550076
O=C(O)c1cc(O)cc([N+](=O)[O-])c1	Molecule_36	-5.421275	-5.010400	-6.077600	4.700358
O=C(O)CCO[C@H]1COC(=O)CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@H]1CO	Molecule_431	-4.851640	-4.256000	-5.563400	4.117672
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C(=O)O)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_664	-6.485800	-5.847200	-7.698100	5.293229
O=C(O)C[C@H]1NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O[P@](=O)(O)OP(=O)(O)O)C1=O	Molecule_408	-6.606626	-5.977000	-7.569500	4.381124
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C4CC(=O)N[C@H]4CC4=NC[C@@H]3[C@@H]24)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1438	-7.345984	-6.791200	-8.746200	9.342345
CC=CC1=C(C=O)[C@H](N(C(=O)CCC(=O)O)[C@H](O)CC(=O)O)CC1	Molecule_257	-5.858406	-5.306400	-7.103800	3.725924
NC(=O)C1=C[C@H]2C=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2C=C1	Molecule_854	-7.083144	-6.527700	-8.375800	6.344409
NC(=O)[C@H]1CC2=C(C1)C1=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C1CC2	Molecule_1088	-6.741154	-6.112600	-7.889500	7.621224
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2CCC3=C(O)CC[C@@H]3C2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_801	-7.597584	-6.807900	-8.894500	4.465102
C=CC1=CC(=C(C#CCC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C)[C@@H](C)C1)C	Molecule_1166	-7.387236	-6.995600	-8.401700	4.755819
C[C@@H]1CC2=C[C@H](O)CC3=C2C(=CC1=O)CC1=CCC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C=C31	Molecule_1553	-6.528810	-5.806400	-7.761500	8.308403
CON=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2)CC2=C1CCN2	Molecule_1326	-7.774530	-7.195700	-9.151800	5.412100
CC1=NCC2=C1CC=C(C1=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C1)C2	Molecule_1128	-7.353972	-6.752000	-8.383600	6.405338
O=C(O)[C@H](OP(=O)(O)O)[C@@H]1O[C@H](C[C@H](O)[C@H](O)CO)[C@@H](O)OC1=O	Molecule_252	-6.790734	-6.192400	-7.507900	3.769011
O=C(O)Nc1cc(CC2=CCN=C2O)c(F)c(O[C@@H]2C[C@H](O)[C@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]2O)c1	Molecule_733	-8.290866	-7.828400	-8.985700	5.700375
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=CCC#CC2=CC=CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_798	-6.907058	-6.438300	-7.810900	4.987900
C[C@H]1CC(=O)C=CC1=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_701	-7.516047	-6.680000	-9.027800	5.503901
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C[C@H]4C(=S)C=c5ncccc5=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1381	-7.196320	-6.614900	-8.344200	9.026134
C=C1CCC2=C(C1)C(=CCC2)C#CCC=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_1186	-7.063458	-6.439800	-8.472300	5.526193
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=CC=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_654	-7.100760	-6.399900	-8.237200	3.860819
CCCC1=CC(=CCC1)C(=CC(=O)NC(=O)[C@@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)CC	Molecule_592	-7.335958	-6.921500	-7.949700	5.408612
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=C4C=CC=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_838	-6.938206	-6.344100	-8.297400	5.670698
C=C1C[C@@]2(CC[C@@H](C)N2)CC1=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC=C1	Molecule_1327	-7.169912	-6.663500	-8.376700	7.298917
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=CCC(=C2)CCC=NO)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_866	-6.875954	-6.293900	-7.868500	6.270217
CC(=C1CCC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1)C	Molecule_871	-7.165444	-6.471900	-9.234500	7.471760
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=CCC3=C2CCC[C@H]3O)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_836	-7.492929	-6.778400	-8.781000	4.691551
O=C(O)C(=C1O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)O[C@@H]1COP(=O)(O)O)O	Molecule_329	-6.579374	-6.059200	-7.612100	3.557873
CC=C1CCC=C1CC=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1143	-6.861996	-6.122800	-8.032500	6.551975
CC[C@@H]1O[C@H](N2C=CN=C3CC(=CC=C23)C(=O)O)CC1=O	Molecule_149	-6.233976	-5.784800	-7.743000	5.686971
O=C(O)[C@@H](O)[C@H](CO[P@@](=O)(O)OC[C@H]1CO[C@@H](CO)C1)OP(=O)(O)O	Molecule_277	-6.612792	-6.200000	-7.083600	4.148693
C=C(C)N[C@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H](CC=C(C)O)C1	Molecule_1349	-6.968312	-6.352600	-7.965100	6.216450
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CC=CCC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_712	-6.657724	-5.875100	-8.237800	6.038572
CC=CC=CC=CN(C)CCC[C@@H](NC(=O)C(=O)O)C(=O)OP(=O)(O)O	Molecule_325	-6.573112	-6.058600	-7.216400	3.995002
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(c3ccccc3)CCC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_823	-6.402510	-5.702800	-7.961700	6.920352
O=C(O)COP(=O)(O)O	Molecule_25	-4.466382	-3.841500	-5.500000	3.675689
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C3=CCC=CC3)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_807	-6.620928	-6.105400	-7.676400	6.631339
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=CCC4=C2[C@@H]3CC(=C4)C(=O)O)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1348	-7.184506	-6.461200	-8.593900	6.395315
CC(=O)COC[C@@H](COC(=O)CO)OP(=O)(O)O	Molecule_74	-5.670902	-5.156500	-6.285700	3.107909
O=C(O)CCO[C@@H]1[C@H](CO)O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H]1OCC2=O	Molecule_548	-4.753266	-3.820000	-5.937700	5.044885
C[C@@H](COC(=O)[C@@H](O)COP(=O)(O)O)CC(=O)O	Molecule_63	-5.689510	-5.226900	-6.401100	3.421758
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#CC1=C(C)CCC2=C1CCC2	Molecule_1161	-7.736330	-7.201500	-8.452800	4.145426
C[C@H]1C[C@@H](C2=CC(=O)CC=C2)C=CC1=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_1086	-7.331818	-6.657900	-8.531600	5.596960
O=[P@]1(O)OC[C@@H](O)[C@H](CCO)／C=C(／OCCO)＼[C@H](CO)O[P@@](=O)(O)O[P@@](=O)(O)O1	Molecule_481	-4.588988	-3.790700	-5.474400	4.370708
Cc1cc(CC2=CC=CC2)cc(O)c1CC1=CC(=CCC1)C1=C(C(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)CCC1	Molecule_1297	-8.339626	-7.977300	-9.251100	7.176240
O=C(O)[C@@H]1C[C@H]2O[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O[C@@H](CO)／C(=C＼[C@@H]1[C@H]2O)／OCCO	Molecule_535	-4.775854	-3.880300	-5.913000	6.278188
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O)C=CC(=C1C=CC=CC1)[C@H]1CCC(=O)C1	Molecule_1431	-7.090370	-6.622000	-7.969400	5.114130
NC(=O)O[C@H](COC(=O)CO)CO[C@@H]1C[C@H](O)[C@@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]1O	Molecule_559	-6.704908	-6.293700	-7.338600	4.462771
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=O)CCC[C@@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_752	-7.087928	-6.576600	-7.698200	4.520777
CC1=CC(=C(c2ccc3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=c3c2)C1)C	Molecule_1202	-7.505378	-6.738400	-8.827900	8.320214
CCc1nc(OC(=O)C)cc(O[C@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H]2O[P@@](=O)(O)OP(=O)(O)O)n1	Molecule_509	-6.773432	-6.334900	-7.571700	4.295310
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(CC3=CC[C@@H]4NNN=C4C3)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1130	-7.157670	-6.629900	-8.023100	5.785749
CCNC(=O)[C@H](O[P@](=O)(O)OP(=O)(O)O)c1c[nH]c2cc(O)ccc12	Molecule_300	-6.852896	-6.335800	-7.655800	3.987821
CC=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)OC(=C2)C)CC2=CC(=O)CC[C@H]12	Molecule_1510	-7.980122	-7.266800	-9.212100	5.178019
CON=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)C=C2CC=C(O)C[C@@H]12	Molecule_1454	-7.041610	-6.607800	-7.790200	7.031927
O=C(O)[C@@H](O)C(COP(=O)(O)O)COP(=O)(O)O	Molecule_70	-5.988606	-5.403100	-6.876000	3.473683
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=CC[C@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_669	-6.793936	-6.251900	-7.725600	4.999819
CNc1nc(OC)cc(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O[P@](=O)(O)OP(=O)(O)O)n1	Molecule_436	-6.997346	-6.565000	-7.585600	4.129680
C=C1C[C@]2(CC(=C)C(=CC3=CC(=C4C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=C3)C2)NN1	Molecule_1329	-7.216134	-6.552100	-8.471900	6.764201
O=C1N[C@H](O)[C@H]2N[C@H](C(=O)O)[C@@H](OP(=O)(O)O)[C@@H]2O1	Molecule_95	-6.212782	-5.682900	-6.965600	4.817570
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C4CC(=O)NC4=C[C@@H]4C(=O)N[C@H]3[C@H]24)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1557	-7.472866	-6.909600	-8.613700	8.913571
CCOC1=C[C@H]2CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2C=C1	Molecule_856	-6.914598	-6.266500	-8.089200	5.528467
CC1=C(C#CCC=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)[C@@H]2CCC[C@@H]2CC1=O	Molecule_1180	-7.447960	-6.743000	-8.662700	4.256962
CN1CC[C@@H](O)[C@@H](O)[C@H](O[P@](=O)(O)OP(=O)(O)O)C1=O	Molecule_109	-5.061836	-4.521900	-5.669800	5.244474
O=C(O)CO／C／1=C／[C@@H](NC(=O)O)CO[P@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O[C@@H]1CO	Molecule_476	-5.363004	-4.796400	-6.532700	4.030113
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C4CCC[C@H]4C[C@H]4CS[C@@H]3[C@H]24)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1366	-8.009094	-7.255100	-9.482300	7.889469
O=C(O)CC[C@H](O)C(=O)N1C(=CC=CCC#CC2=C[C@H](F)CC3=CCC=C23)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1075	-7.379116	-6.857700	-7.952400	4.152009
C=C1CCCC1=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_1085	-6.686129	-6.001200	-9.166600	10.174960
O=P(O)(O)O[P@](=O)(O)O[C@H]1[C@@H](O)[C@H](O)C[C@H](Oc2cc(C(O)O)c(F)cc2F)[C@@H]1O	Molecule_528	-6.974484	-6.539000	-7.817600	5.430132
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CCC=C5C[C@H]4F)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1467	-7.239156	0.263400	-8.200500	10.518615
Cc1ccccc1C#CCC=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_870	-7.616142	-7.037800	-8.732400	4.793112
O=C(O)NC(=O)C[C@@H](OP(=O)(O)O)[C@@H](COC[C@H](O)CO)O[P@@](=O)(O)OP(=O)(O)O	Molecule_512	-7.036548	-6.558900	-7.625100	4.016687
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C4CC=C[C@H]4C[C@H]4CC[C@H]3[C@H]24)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1371	-7.364520	-6.699400	-8.989700	9.335008
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C=CCc3ccncc3)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1034	-7.323032	-6.737600	-7.975300	5.490948
O=C(O)O[C@@H](COC(=O)C(=O)O)CO[C@@H]1C[C@@H](O)[C@@H](O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H]1O	Molecule_570	-6.322872	-5.912800	-7.450800	5.166079
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CCC4(CCCC4)CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_944	-6.428363	-5.767100	-7.945900	8.693069
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C[C@@H]3C(=C2)CCC3=C(F)F)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_943	-7.603826	-7.068500	-8.330500	5.366904
O=C(O)CN1[C@@H](C(=O)O)CO[C@@H]1c1ccc(C(=O)O)cc1OP(=O)(O)O	Molecule_342	-6.304036	-5.715200	-7.387500	4.066427
CC1=Cc2[nH]cc3c2[C@H](C1)C1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1C3	Molecule_1194	-7.131282	-6.503000	-8.723800	8.471915
O=C(O)NC[C@@H]1[C@@H](OP(=O)(O)O)COC(=O)[C@@H]1O	Molecule_69	-6.238116	-5.612300	-7.221300	4.163683
C[C@@H]1CC=C2CC3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=C3C[C@H]2C1	Molecule_1031	-7.353962	-6.676000	-9.120300	6.651178
